reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test,dead_end_test
DASYN160,ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c,ok,ok,ok,ok,ok,ok
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,ok,ok,ok,ok,ok,ok
DASYN180,ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c,ok,ok,ok,ok,ok,ok
DASYN181,ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c,ok,ok,ok,ok,ok,ok
DATPHs,datp_c + h2o_c + h_c --> ditp_c + nh4_c,ok,ok,ok,ok,ok,ok
DB4PS,ru5p__D_c --> db4p_c + for_c + h_c,ok,ok,ok,ok,ok,ok
DCTPD,dctp_c + h2o_c + h_c --> dutp_c + nh4_c,ok,ok,ok,ok,ok,ok
DCTPD2,ctp_c + h2o_c + h_c --> nh4_c + utp_c,ok,ok,ok,ok,ok,ok
DDCAtexi,ddca_e --> ddca_p,ok,ok,ok,ok,ok,ok
DDGLCNt2r,2ddglcn_e + h_e --> 2ddglcn_c + h_c,ok,ok,ok,ok,ok,ok
DDGLK,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c,ok,ok,ok,ok,ok,ok
DDPA,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,ok,ok,ok,ok,ok,ok
DESATPE160,2.0 h_c + 2.0 nadph_c + 2.0 o2_c + pe160_c --> 4.0 h2o_c + 2.0 nadp_c + pe161_c,ok,ok,ok,ok,ok,ok
DESATPG160,2.0 h_c + 2.0 nadph_c + 2.0 o2_c + pg160_c --> 4.0 h2o_c + 2.0 nadp_c + pg161_c,ok,ok,ok,ok,ok,ok
DGK1,atp_c + dgmp_c <=> adp_c + dgdp_c,ok,ok,ok,ok,ok,ok
DGNSK,atp_c + dgsn_c --> adp_c + dgmp_c + h_c,ok,ok,ok,ok,ok,ok
DGUNC,2.0 gtp_c --> cdigmp_c + 2.0 ppi_c,ok,ok,ok,ok,ok,ok
DHAD1,23dhmb_c --> 3mob_c + h2o_c,ok,ok,ok,ok,ok,ok
DHAD2,23dhmp_c --> 3mop_c + h2o_c,ok,ok,ok,ok,ok,ok
DHAPT,dha_c + pep_c --> dhap_c + pyr_c,ok,ok,ok,ok,ok,ok
DHDPRy,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c,ok,ok,ok,ok,ok,ok
DHDPS,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c,ok,ok,ok,ok,ok,ok
DHEDAA,24dhhed_c --> pyr_c + sucsal_c,ok,ok,ok,ok,ok,ok
DHFS,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
DHMPTR,dhmpt_c + h_c + nadph_c --> nadp_c + thmnp_c,ok,ok,ok,DHMPTRx,ok,ok
DHMPTRx,dhmpt_c + h_c + nadh_c --> nad_c + thmnp_c,ok,ok,ok,DHMPTR,ok,ok
DHNAOT,dhna_c + octdp_c --> 2dmmq8_c + co2_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
DHNCOAS,h_c + sbzcoa_c --> 14dhncoa_c + h2o_c,ok,ok,ok,ok,ok,ok
DHNCOAT,14dhncoa_c + h2o_c --> coa_c + dhna_c + h_c,ok,ok,ok,ok,ok,ok
DHNPA_1,dhnpt_c --> 2ahhmp_c + gcald_c,ok,ok,ok,ok,ok,ok
DHORD2,dhor__S_c + q8_c --> orot_c + q8h2_c,ok,ok,ok,ok,ok,ok
DHORDfum,dhor__S_c + fum_c --> orot_c + succ_c,ok,ok,ok,ok,ok,ok
DHPACCOAHIT,2dhphaccoa_c + coa_c + 2.0 h2o_c --> 3hadpcoa_c + accoa_c + h2_c + h_c,ok,ok,ok,ok,ok,ok
DHPDO,34dhpha_c + o2_c --> 5cmhmsa_c + h_c,ok,ok,ok,ok,ok,ok
DHPM1,56dura_c + h2o_c --> cala_c + h_c,ok,ok,ok,ok,ok,ok
DHPM2,56dthm_c + h2o_c --> 3uib_c + h_c,ok,ok,ok,ok,ok,ok
DHPPDA2,25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c,ok,ok,ok,ok,ok,ok
DHPS,2ahhmp_c + 4abz_c --> dhpt_c + h2o_c,ok,ok,ok,ok,ok,ok
DHPTDCs2,dhptd_c --> mdhdhf_c,ok,ok,ok,ok,ok,ok
DHQS,2dda7p_c --> 3dhq_c + pi_c,ok,ok,ok,ok,ok,ok
DHQTi,3dhq_c --> 3dhsk_c + h2o_c,ok,ok,ok,ok,ok,ok
DHSKDH,3dhsk_c --> 34dhbz_c + h2o_c,ok,ok,ok,ok,ok,ok
DIPEPabc1,ala_L_asp__L_e + atp_c + h2o_c --> adp_c + ala_L_asp__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
DIPEPabc10,atp_c + gly_glu__L_e + h2o_c --> adp_c + gly_glu__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
DIPEPabc12,atp_c + h2o_c + met_L_ala__L_e --> adp_c + h_c + met_L_ala__L_c + pi_c,ok,ok,ok,ok,ok,ok
DIPEPabc13,atp_c + gly_asp__L_e + h2o_c --> adp_c + gly_asp__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
DIPEPabc14,atp_c + gly_pro__L_e + h2o_c --> adp_c + gly_pro__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
DIPEPabc15,atp_c + cgly_e + h2o_c --> adp_c + cgly_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
DIPEPabc3,ala_L_glu__L_e + atp_c + h2o_c --> adp_c + ala_L_glu__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
DIPEPabc8,atp_c + gly_asn__L_e + h2o_c --> adp_c + gly_asn__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
DKGLCNR1,25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c,ok,ok,ok,ok,ok,ok
DKGLCNR2x,25dkglcn_c + h_c + nadh_c --> 5dglcn_c + nad_c,ok,ok,ok,DKGLCNR2y,ok,ok
DKGLCNR2y,25dkglcn_c + h_c + nadph_c --> 5dglcn_c + nadp_c,ok,ok,ok,DKGLCNR2x,ok,ok
DKGLCNR3,25dkglcn_c + h_c + nadph_c --> 2dhglcn_c + nadp_c,ok,ok,ok,ok,ok,ok
DLYSAD,fad_c + h2o_c + lys__D_c --> 6a2ohxnt_c + fadh2_c + nh4_c,ok,ok,ok,ok,ok,ok
DLYSOXGAT,akg_c + lys__D_c <=> 6a2ohxnt_c + glu__D_c,ok,ok,ok,ok,ok,ok
DLYSPYRAT,lys__D_c + pyr_c <=> 6a2ohxnt_c + ala__D_c,ok,ok,ok,ok,ok,ok
DLYSabcpp,atp_c + h2o_c + lys__D_p --> adp_c + h_c + lys__D_c + pi_c,ok,ok,ok,ok,ok,ok
DMALRED,fad_c + mal__L_c --> fadh2_c + oaa_c,ok,ok,ok,MDH;MDH2;MDH3,ok,ok
DMATT,dmpp_c + ipdp_c --> grdp_c + ppi_c,ok,ok,ok,ok,ok,ok
DMGLYBabcpp,atp_c + dmgly_p + h2o_c --> adp_c + dmgly_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
DMPPS,h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,ok,ok,ok,ok,ok,ok
DMSO2abcpp,atp_c + dmso2_p + h2o_c --> adp_c + dmso2_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
DNADDP,dnad_c + h2o_c --> amp_c + 2.0 h_c + nicrnt_c,ok,ok,ok,ok,ok,ok
DNMPPA,dhpmp_c + h2o_c --> dhnpt_c + pi_c,ok,ok,ok,ok,ok,ok
DNTAep,35dnta_c + h_p --> 35dnta_e + h_c,ok,ok,ok,ok,ok,ok
DNTPPA,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
DORNabcpp,atp_c + h2o_c + orn__D_p --> adp_c + h_c + orn__D_c + pi_c,ok,ok,ok,ok,ok,ok
DPCOAK,atp_c + dpcoa_c --> adp_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
DPR,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,ok,ok,ok,ok,ok,ok
DRBK_1,atp_c + drib_c --> 2dr5p_c + adp_c + h_c,ok,ok,ok,ok,ok,ok
DRIBabc,atp_c + drib_e + h2o_c --> adp_c + drib_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
DRPA,2dr5p_c --> acald_c + g3p_c,ok,ok,ok,ok,ok,ok
DRU1Ptex,5mdru1p_c --> 5mdru1p_e,ok,ok,ok,ok,ok,ok
DSERDHr,nadp_c + ser__D_c <=> 2amsa_c + h_c + nadph_c,ok,ok,ok,ok,ok,ok
DSERt2pp,h_p + ser__D_p --> h_c + ser__D_c,ok,ok,ok,ok,ok,ok
DURIK1_1,atp_c + duri_c --> adp_c + dump_c + h_c,ok,ok,ok,ok,ok,ok
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
DVALabcpp,atp_c + h2o_c + val__D_p --> adp_c + h_c + pi_c + val__D_c,ok,ok,ok,ok,ok,ok
DXPRIi,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,ok,ok,ok,ok,ok,ok
DXPS,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,ok,ok,ok,ok,ok,ok
D_LACt2,h_e + lac__D_e --> h_c + lac__D_c,ok,ok,ok,ok,ok,ok
D_LACt2pp,h_p + lac__D_p --> h_c + lac__D_c,ok,ok,ok,ok,ok,ok
ECOAH1,3hbcoa_c <=> b2coa_c + h2o_c,ok,ok,ok,ok,ok,ok
ECOAH12,2mp2coa_c + h2o_c --> 3hibutcoa_c,ok,ok,ok,ok,ok,ok
ECOAH2,3hhcoa_c <=> h2o_c + hx2coa_c,ok,ok,ok,ok,ok,ok
ECOAH3,3hocoa_c <=> h2o_c + oc2coa_c,ok,ok,ok,ok,ok,ok
ECOAH4,3hdcoa_c <=> dc2coa_c + h2o_c,ok,ok,ok,ok,ok,ok
ECOAH5,3hddcoa_c <=> dd2coa_c + h2o_c,ok,ok,ok,ok,ok,ok
ECOAH6,3htdcoa_c <=> h2o_c + td2coa_c,ok,ok,ok,ok,ok,ok
ECOAH7,3hhdcoa_c <=> h2o_c + hdd2coa_c,ok,ok,ok,ok,ok,ok
ECOAH8,3hodcoa_c <=> h2o_c + od2coa_c,ok,ok,ok,ok,ok,ok
ECOAH9ir,2mb2coa_c + h2o_c --> 3hmbcoa_c,ok,ok,ok,ok,ok,ok
EDA,2ddg6p_c --> g3p_c + pyr_c,ok,ok,ok,ok,ok,ok
EDD,6pgc_c --> 2ddg6p_c + h2o_c,ok,ok,ok,ok,ok,ok
ENO,2pg_c <=> h2o_c + pep_c,ok,ok,ok,ok,ok,ok
ETHAAL,etha_c --> acald_c + nh4_c,ok,ok,ok,ok,ok,ok
ETHAt,etha_e <=> etha_c,ok,ok,ok,ok,ok,ok
ETHAt2pp,etha_p + h_p --> etha_c + h_c,ok,ok,ok,ok,ok,ok
ETHSO3abcpp,atp_c + ethso3_p + h2o_c --> adp_c + ethso3_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
ETOHtex,etoh_e <=> etoh_p,ok,ok,ok,ok,ok,ok
ETOHtrpp,etoh_p <=> etoh_c,ok,ok,ok,ok,ok,ok
FA100ACPHi,dcaACP_c + h2o_c --> ACP_c + dca_c + h_c,ok,ok,ok,ok,ok,ok
FA140ACPHi,h2o_c + myrsACP_c --> ACP_c + h_c + ttdca_c,ok,ok,ok,ok,ok,ok
FA160ACPHi,h2o_c + palmACP_c --> ACP_c + h_c + hdca_c,ok,ok,ok,ok,ok,ok
FACOAE100,dcacoa_c + h2o_c --> coa_c + dca_c + h_c,ok,ok,ok,ok,ok,ok
FACOAE120,ddcacoa_c + h2o_c --> coa_c + ddca_c + h_c,ok,ok,ok,ok,ok,ok
FACOAE140,h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c,ok,ok,ok,ok,ok,ok
FACOAE141,h2o_c + tdecoa_c --> coa_c + h_c + ttdcea_c,ok,ok,ok,ok,ok,ok
FACOAE160,h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c,ok,ok,ok,ok,ok,ok
FACOAE161,h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c,ok,ok,ok,ok,ok,ok
FACOAE180,h2o_c + stcoa_c --> coa_c + h_c + ocdca_c,ok,ok,ok,ok,ok,ok
FACOAE181,h2o_c + odecoa_c --> coa_c + h_c + ocdcea_c,ok,ok,ok,ok,ok,ok
FACOAE1829Z12Z,h2o_c + lnlccoa_c --> coa_c + h_c + lnlc_c,ok,ok,ok,ok,ok,ok
FACOAE50,h2o_c + ptcoa_c --> coa_c + h_c + pta_c,ok,ok,ok,ok,ok,ok
FACOAE60,h2o_c + hxcoa_c --> coa_c + h_c + hxa_c,ok,ok,ok,ok,ok,ok
FACOAE70,h2o_c + hptcoa_c --> coa_c + h_c + hpta_c,ok,ok,ok,ok,ok,ok
FACOAE80,h2o_c + occoa_c --> coa_c + h_c + octa_c,ok,ok,ok,ok,ok,ok
FACOAE90,h2o_c + nonacoa_c --> coa_c + h_c + nona_c,ok,ok,ok,ok,ok,ok
FACOAL100t2pp,atp_c + coa_c + dca_p + h_p --> amp_c + dcacoa_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL120t2pp,atp_c + coa_c + ddca_p + h_p --> amp_c + ddcacoa_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL140,atp_c + coa_c + ttdca_c --> amp_c + ppi_c + tdcoa_c,ok,ok,ok,ok,ok,ok
FACOAL140t2pp,atp_c + coa_c + h_p + ttdca_p --> amp_c + h_c + ppi_c + tdcoa_c,ok,ok,ok,ok,ok,ok
FACOAL141,atp_c + coa_c + ttdcea_c --> amp_c + ppi_c + tdecoa_c,ok,ok,ok,ok,ok,ok
FACOAL141t2pp,atp_c + coa_c + h_p + ttdcea_p --> amp_c + h_c + ppi_c + tdecoa_c,ok,ok,ok,ok,ok,ok
FACOAL160,atp_c + coa_c + hdca_c --> amp_c + pmtcoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL160t2pp,atp_c + coa_c + h_p + hdca_p --> amp_c + h_c + pmtcoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL161,atp_c + coa_c + hdcea_c --> amp_c + hdcoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL161t2pp,atp_c + coa_c + h_p + hdcea_p --> amp_c + h_c + hdcoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL180,atp_c + coa_c + ocdca_c --> amp_c + ppi_c + stcoa_c,ok,ok,ok,ok,ok,ok
FACOAL180t2pp,atp_c + coa_c + h_p + ocdca_p --> amp_c + h_c + ppi_c + stcoa_c,ok,ok,ok,ok,ok,ok
FACOAL181,atp_c + coa_c + ocdcea_c --> amp_c + odecoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL1812,atp_c + coa_c + vacc_c --> amp_c + ppi_c + vacccoa_c,ok,ok,ok,ok,ok,ok
FACOAL181d11tpp,atp_c + coa_c + h_p + vacc_p --> amp_c + h_c + ppi_c + vacccoa_c,ok,ok,ok,ok,ok,ok
FACOAL181d6t2pp,atp_c + coa_c + h_p + ptsla_p --> amp_c + h_c + ppi_c + ptslacoa_c,ok,ok,ok,ok,ok,ok
FACOAL181t2pp,atp_c + coa_c + h_p + ocdcea_p --> amp_c + h_c + odecoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL1821,atp_c + coa_c + lnlc_c --> amp_c + lnlccoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL182t2pp,atp_c + coa_c + h_p + lnlc_p --> amp_c + h_c + lnlccoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL40t2pp,atp_c + but_p + coa_c + h_p --> amp_c + btcoa_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL50i,atp_c + coa_c + pta_c --> amp_c + ppi_c + ptcoa_c,ok,ok,ok,ok,ok,ok
FACOAL50t2pp,atp_c + coa_c + h_p + pta_p --> amp_c + h_c + ppi_c + ptcoa_c,ok,ok,ok,ok,ok,ok
FACOAL60i,atp_c + coa_c + hxa_c --> amp_c + hxcoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL60t2pp,atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL70t2pp,atp_c + coa_c + h_p + hpta_p --> amp_c + h_c + hptcoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL80,atp_c + coa_c + octa_c --> amp_c + occoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL80t2pp,atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL90i,atp_c + coa_c + nona_c --> amp_c + nonacoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL90t2pp,atp_c + coa_c + h_p + nona_p --> amp_c + h_c + nonacoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOALP100t2pp,atp_c + coa_c + h_p + phedca_p --> amp_c + h_c + pdcacoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOALP50t2pp,atp_c + coa_c + h_p + phept_p --> amp_c + h_c + ppi_c + pptcoa_c,ok,ok,ok,ok,ok,ok
FACOALP60t2pp,atp_c + coa_c + h_p + phehxa_p --> amp_c + h_c + phxacoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOALP70t2pp,atp_c + coa_c + h_p + phehpa_p --> amp_c + h_c + phpcoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOALP80t2pp,atp_c + coa_c + h_p + pheocta_p --> amp_c + h_c + poctacoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOALP90t2pp,atp_c + coa_c + h_p + phenona_p --> amp_c + h_c + pnonacoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOALT60t2pp,6atha_p + atp_c + coa_c + h_p --> 6athcoa_c + amp_c + h_c + ppi_c,ok,ok,ok,ok,ok,ok
FACOAL_70_c,atp_c + coa_c + hpta_c --> amp_c + hptcoa_c + ppi_c,ok,ok,ok,ok,ok,ok
FADMQOR,fadh2_c + mqn8_c --> fad_c + mql8_c,ok,ok,ok,ok,ok,ok
FALDM,2.0 fald_c + h2o_c --> for_c + h_c + meoh_c,ok,ok,ok,ok,ok,ok
FALDep,fald_c + h_p --> fald_e + h_c,ok,ok,ok,ok,ok,ok
FALDtpp2,fald_c + h_p --> fald_p + h_c,ok,ok,ok,ok,ok,ok
FAS120,dca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + ddca_c + h2o_c + 2.0 nadp_c,ok,ok,ok,ok,ok,ok
FBA,fdp_c <=> dhap_c + g3p_c,ok,ok,ok,ok,ok,ok
FBACS,24dab_c + 3hasp__L_c + asp__L_c + gly_c + n5horn_c + orn_c + ser__L_c --> fbac_kt_c + 6.0 h2o_c,ok,ok,ok,ok,ok,ok
FBACabcpp,atp_c + fbac_kt_c + h2o_c --> adp_c + fbac_kt_p + h_c + pi_c,ok,ok,ok,ok,ok,ok
FBP,fdp_c + h2o_c --> f6p_c + pi_c,ok,ok,ok,ok,ok,ok
FCLT,fe2_c + ppp9_c --> 2.0 h_c + pheme_c,ok,ok,ok,ok,ok,ok
FDH,for_c + nad_c --> co2_c + nadh_c,ok,ok,ok,ok,ok,ok
FDMO,fmnh2_c + isetac_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c,ok,ok,ok,ok,ok,ok
FDMO2,fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c,ok,ok,ok,ok,ok,ok
FDMO3,ethso3_c + fmnh2_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c,ok,ok,ok,ok,ok,ok
FDMO4,butso3_c + fmnh2_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c,ok,ok,ok,ok,ok,ok
FDMO5,fmnh2_c + o2_c + pentso3_c --> fmn_c + h2o_c + h_c + ptal_c + so3_c,ok,ok,ok,ok,ok,ok
FDMO6,fmnh2_c + o2_c + sulfac_c --> fmn_c + glx_c + h2o_c + h_c + so3_c,ok,ok,ok,ok,ok,ok
FDMO7,dmso2_c + 2.0 fmnh2_c + 2.0 o2_c --> fald_c + 2.0 fmn_c + 2.0 h2o_c + h_c + mso3_c,ok,ok,ok,ok,ok,ok
FDMOtau,fmnh2_c + o2_c + taur_c --> aacald_c + fmn_c + h2o_c + h_c + so3_c,ok,ok,ok,ok,ok,ok
FE2Gabcpp,fe2_p + gtp_c + h2o_c --> fe2_c + gdp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
FE2abc,atp_c + fe2_e + h2o_c --> adp_c + fe2_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
FE2abcpp,atp_c + fe2_p + h2o_c --> adp_c + fe2_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
FE2t,fe2_e --> fe2_c,ok,ok,ok,ok,ok,ok
FE2t3pp,fe2_c + h_p --> fe2_p + h_c,ok,ok,ok,ok,ok,ok
FE2t4pp,fe2_c + h_p + k_p --> fe2_p + h_c + k_c,ok,ok,ok,ok,ok,ok
FE2tex,fe2_e <=> fe2_p,ok,ok,ok,ok,ok,ok
FE2tpp,fe2_p --> fe2_c,ok,ok,ok,ok,ok,ok
FE3DCIT2abcpp,atp_c + fe3dcit_p + h2o_c --> adp_c + fe3dcit_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
FE3DCITCH,2.0 cit_c + fe3_c <=> fe3dcit_c,ok,ok,ok,ok,ok,ok
FE3DCITR3,2.0 fe3dcit_c + fmnh2_c --> 4.0 cit_c + 2.0 fe2_c + fmn_c + 2.0 h_c,ok,ok,ok,FE3DCITR5,ok,ok
FE3DCITR5,2.0 fe3dcit_c + nadph_c --> 4.0 cit_c + 2.0 fe2_c + h_c + nadp_c,ok,ok,ok,FE3DCITR3,ok,ok
FE3DCITabcpp,atp_c + fe3dcit_p + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
FE3DCITtonex,fe3dcit_e + h_p --> fe3dcit_p + h_c,ok,ok,ok,ok,ok,ok
FE3Gabcpp,fe3_p + gtp_c + h2o_c --> fe3_c + gdp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
FE3PYOVD2tonex,fe3pyovd_kt_e + h_p --> fe3pyovd_kt_p + h_c,ok,ok,ok,ok,ok,ok
FE3PYOVDL2,fe3_e + pyovd_kt_e <=> fe3pyovd_kt_e,ok,ok,ok,ok,ok,ok
FE3abcpp,atp_c + fe3_p + h2o_c --> adp_c + fe3_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
FE3t,fe3_e <=> fe3_c,ok,ok,ok,ok,ok,ok
FE3tex,fe3_e <=> fe3_p,ok,ok,ok,ok,ok,ok
FEENTER2tpp,atp_c + enter_c + h2o_c --> adp_c + enter_p + h_c + pi_c,ok,ok,ok,ok,ok,ok
FEENTERR4,2.0 feenter_c + nadph_c --> 2.0 enter_c + 2.0 fe2_c + h_c + nadp_c,ok,ok,ok,ok,ok,ok
FEENTERabcpp,atp_c + feenter_p + h2o_c --> adp_c + feenter_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
FEENTERtex,enter_p + h_p --> enter_e + h_c,ok,ok,ok,ok,ok,ok
FEENTERtonex,feenter_e + h_p --> feenter_p + h_c,ok,ok,ok,ok,ok,ok
FEROc,4.0 fe2_c + 4.0 h_c + o2_c --> 4.0 fe3_c + 2.0 h2o_c,ok,ok,ok,ok,ok,ok
FEROpp,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p,ok,ok,ok,ok,ok,ok
FMNAT,atp_c + fmn_c + h_c --> fad_c + ppi_c,ok,ok,ok,ok,ok,ok
FMNRx,fmn_c + h_c + nadh_c --> fmnh2_c + nad_c,ok,ok,ok,ok,ok,ok
FMNRx2,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c,ok,ok,ok,ok,ok,ok
FOLD3,2ahhmd_c + 4abz_c --> dhpt_c + ppi_c,ok,ok,ok,ok,ok,ok
FOMETRi,5fthf_c + h_c --> h2o_c + methf_c,ok,THFAT,THFAT,ok,ok,ok
FORGLUIH2,forglu_c + h2o_c --> Nforglu_c + nh4_c,ok,ok,ok,ok,ok,ok
FORt2,for_e + h_e --> for_c + h_c,ok,ok,ok,ok,ok,ok
FORt2pp,for_p + h_p --> for_c + h_c,ok,ok,ok,ok,ok,ok
FRD,fadh2_c + fum_c --> fad_c + succ_c,ok,ok,ok,SUCDi,ok,ok
FRUK,atp_c + f1p_c --> adp_c + fdp_c + h_c,ok,ok,ok,ok,ok,ok
FRUpts,fru_e + pep_c --> f1p_c + pyr_c,ok,ok,ok,ok,ok,ok
FRUpts2pp,fru_p + pep_c --> f6p_c + pyr_c,ok,ok,ok,ok,ok,ok
FRUptspp,fru_p + pep_c --> f1p_c + pyr_c,ok,ok,ok,ok,ok,ok
FTHFCL,5fthf_c + atp_c --> adp_c + methf_c + pi_c,ok,ok,ok,ok,ok,ok
FTHFD,10fthf_c + h2o_c --> for_c + h_c + thf_c,ok,ok,ok,ok,ok,ok
FUCpts,fuc_e + pep_c --> fc1p_c + pyr_c,ok,ok,ok,ok,ok,ok
FUM,fum_c + h2o_c <=> mal__L_c,ok,ok,ok,ok,ok,ok
FUMAC,4fumacac_c + h2o_c --> acac_c + fum_c + h_c,ok,ok,ok,ok,ok,ok
FUMt2_2,fum_e + 2.0 h_e --> fum_c + 2.0 h_c,ok,ok,FUMt2r,ok,ok,ok
FUMt2_2pp,fum_p + 2.0 h_p --> fum_c + 2.0 h_c,ok,ok,ok,ok,ok,ok
FUMt2r,fum_e + h_e --> fum_c + h_c,ok,ok,FUMt2_2,ok,ok,ok
G1PACT,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
G1PP,g1p_c + h2o_c --> glc__D_c + pi_c,ok,ok,ok,ok,ok,ok
G3PAT160,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c,ok,ok,ok,ok,ok,ok
G3PAT181,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c,ok,ok,ok,ok,ok,ok
G3PD,fad_c + glyc3p_c <=> dhap_c + fadh2_c,ok,ok,ok,G3PD2;G3PD5;G3PD6,ok,ok
G3PD2,glyc3p_c + nadp_c <=> dhap_c + h_c + nadph_c,ok,ok,ok,G3PD;G3PD5;G3PD6,ok,ok
G3PD5,glyc3p_c + q8_c --> dhap_c + q8h2_c,ok,ok,ok,G3PD;G3PD2;G3PD6,ok,ok
G3PD6,glyc3p_c + mqn8_c --> dhap_c + mql8_c,ok,ok,ok,G3PD;G3PD2;G3PD5,ok,ok
G5SD2,glu5p_c + h_c + nadh_c --> glu5sa_c + nad_c + pi_c,ok,ok,ok,ok,ok,ok
G6PBDH,g6p_B_c + nadp_c --> 6pgl_c + h_c + nadph_c,ok,ok,ok,ok,ok,ok
G6PDH2r,g6p_c + nadp_c <=> 6pgl_c + h_c + nadph_c,ok,ok,ok,ok,ok,ok
GALCTD,galct__D_c --> 5dh4dglc_c + h2o_c,ok,ok,ok,ok,ok,ok
GALCTt2rpp,galct__D_p + h_p --> galct__D_c + h_c,ok,ok,ok,ok,ok,ok
